,Unnamed: 0,lat,lng,datetime,uid,date,time,tile_ID,year,month,day,hour,newTime,time_hour,day_of_week,day_name,value
34950,34950,39.987991,116.424427,2009-02-08 12:59:00,68,02/08/2009,2021-09-18 12:59:58,78,2009,8,2,12,2009-02-08 12:00:00,12:00:00,6,Weekend,1
34951,34951,39.996609,116.41677,2009-02-08 13:59:00,68,02/08/2009,2021-09-18 13:59:58,78,2009,8,2,13,2009-02-08 13:00:00,13:00:00,6,Weekend,1
34952,34952,39.996756,116.418504,2009-02-08 14:39:00,68,02/08/2009,2021-09-18 14:39:54,78,2009,8,2,14,2009-02-08 14:00:00,14:00:00,6,Weekend,1
34953,34953,39.969592,116.418636,2009-03-08 09:53:00,68,03/08/2009,2021-09-18 09:53:46,78,2009,8,3,9,2009-03-08 09:00:00,09:00:00,0,Weekend,1
34954,34954,39.970259,116.419259,2009-03-08 10:11:00,68,03/08/2009,2021-09-18 10:11:56,78,2009,8,3,10,2009-03-08 10:00:00,10:00:00,0,Weekend,1
34955,34955,39.986157,116.360533,2009-03-08 13:25:00,68,03/08/2009,2021-09-18 13:25:34,78,2009,8,3,13,2009-03-08 13:00:00,13:00:00,0,Weekend,1
34956,34956,40.031904,116.301782,2009-03-08 13:59:00,68,03/08/2009,2021-09-18 13:59:58,63,2009,8,3,13,2009-03-08 13:00:00,13:00:00,0,Weekend,1
34957,34957,40.033715,116.301372,2009-03-08 14:04:00,68,03/08/2009,2021-09-18 14:04:36,63,2009,8,3,14,2009-03-08 14:00:00,14:00:00,0,Weekend,1
34958,34958,39.983312,116.381105,2009-03-08 22:08:00,68,03/08/2009,2021-09-18 22:08:45,78,2009,8,3,22,2009-03-08 22:00:00,22:00:00,0,Weekend,1
34959,34959,39.96012,116.26877,2009-03-08 22:31:00,68,03/08/2009,2021-09-18 22:31:51,63,2009,8,3,22,2009-03-08 22:00:00,22:00:00,0,Weekend,1
34960,34960,39.957381,116.2689,2009-03-08 22:33:00,68,03/08/2009,2021-09-18 22:33:55,62,2009,8,3,22,2009-03-08 22:00:00,22:00:00,0,Weekend,1
34961,34961,39.959801,116.269346,2009-03-08 23:12:00,68,03/08/2009,2021-09-18 23:12:40,62,2009,8,3,23,2009-03-08 23:00:00,23:00:00,0,Weekend,1
34962,34962,39.9719,116.251106,2009-03-08 23:59:00,68,03/08/2009,2021-09-18 23:59:59,63,2009,8,3,23,2009-03-08 23:00:00,23:00:00,0,Weekend,1
35016,35016,39.992263,116.30919,2009-09-08 09:59:00,68,09/08/2009,2021-09-18 09:59:59,63,2009,8,9,9,2009-09-08 09:00:00,09:00:00,6,Weekend,1
35017,35017,39.981639,116.309766,2009-09-08 10:06:00,68,09/08/2009,2021-09-18 10:06:15,63,2009,8,9,10,2009-09-08 10:00:00,10:00:00,6,Weekend,1
35018,35018,39.976494,116.30916,2009-09-08 12:59:00,68,09/08/2009,2021-09-18 12:59:58,63,2009,8,9,12,2009-09-08 12:00:00,12:00:00,6,Weekend,1
35019,35019,39.986483,116.34722,2009-09-08 13:59:00,68,09/08/2009,2021-09-18 13:59:07,63,2009,8,9,13,2009-09-08 13:00:00,13:00:00,6,Weekend,1
35020,35020,39.985651,116.360319,2009-09-08 14:03:00,68,09/08/2009,2021-09-18 14:03:41,63,2009,8,9,14,2009-09-08 14:00:00,14:00:00,6,Weekend,1
35021,35021,39.995896,116.417329,2009-09-08 14:27:00,68,09/08/2009,2021-09-18 14:27:43,78,2009,8,9,14,2009-09-08 14:00:00,14:00:00,6,Weekend,1
35022,35022,39.969501,116.419908,2009-10-08 03:39:00,68,10/08/2009,2021-09-18 03:39:40,78,2009,8,10,3,2009-10-08 03:00:00,03:00:00,0,Weekend,1
35023,35023,39.986137,116.360503,2009-10-08 09:48:00,68,10/08/2009,2021-09-18 09:48:47,78,2009,8,10,9,2009-10-08 09:00:00,09:00:00,0,Weekend,1
35024,35024,39.991256,116.331583,2009-10-08 09:59:00,68,10/08/2009,2021-09-18 09:59:59,63,2009,8,10,9,2009-10-08 09:00:00,09:00:00,0,Weekend,1
35025,35025,40.030503,116.30684,2009-10-08 10:26:00,68,10/08/2009,2021-09-18 10:26:42,63,2009,8,10,10,2009-10-08 10:00:00,10:00:00,0,Weekend,1
35026,35026,40.03501,116.301279,2009-10-08 11:48:00,68,10/08/2009,2021-09-18 11:48:10,63,2009,8,10,11,2009-10-08 11:00:00,11:00:00,0,Weekend,1
35027,35027,39.960132,116.26881,2009-10-08 18:47:00,68,10/08/2009,2021-09-18 18:47:02,63,2009,8,10,18,2009-10-08 18:00:00,18:00:00,0,Weekend,1
35028,35028,39.957366,116.268708,2009-10-08 18:48:00,68,10/08/2009,2021-09-18 18:48:14,62,2009,8,10,18,2009-10-08 18:00:00,18:00:00,0,Weekend,1
35029,35029,39.95968,116.269345,2009-10-08 19:25:00,68,10/08/2009,2021-09-18 19:25:36,62,2009,8,10,19,2009-10-08 19:00:00,19:00:00,0,Weekend,1
35030,35030,40.063133,116.243163,2009-10-08 19:48:00,68,10/08/2009,2021-09-18 19:48:02,63,2009,8,10,19,2009-10-08 19:00:00,19:00:00,0,Weekend,1
35031,35031,40.08113,116.26067,2009-10-08 19:59:00,68,10/08/2009,2021-09-18 19:59:32,64,2009,8,10,19,2009-10-08 19:00:00,19:00:00,0,Weekend,1
35032,35032,40.148928,116.307754,2009-10-08 20:59:00,68,10/08/2009,2021-09-18 20:59:59,64,2009,8,10,20,2009-10-08 20:00:00,20:00:00,0,Weekend,1
35033,35033,40.145466,116.325569,2009-10-08 21:20:00,68,10/08/2009,2021-09-18 21:20:59,64,2009,8,10,21,2009-10-08 21:00:00,21:00:00,0,Weekend,1
35071,35071,39.972851,116.418542,2009-08-16 05:57:00,68,16/08/2009,2021-09-18 05:57:55,78,2009,8,16,5,2009-08-16 05:00:00,05:00:00,6,Weekend,1
35072,35072,39.972949,116.41847,2009-08-16 06:12:00,68,16/08/2009,2021-09-18 06:12:05,78,2009,8,16,6,2009-08-16 06:00:00,06:00:00,6,Weekend,1
35073,35073,39.993481,116.417843,2009-08-16 13:59:00,68,16/08/2009,2021-09-18 13:59:14,78,2009,8,16,13,2009-08-16 13:00:00,13:00:00,6,Weekend,1
35074,35074,39.996155,116.417368,2009-08-16 14:07:00,68,16/08/2009,2021-09-18 14:07:24,78,2009,8,16,14,2009-08-16 14:00:00,14:00:00,6,Weekend,1
35075,35075,39.986692,116.37675,2009-08-17 10:59:00,68,17/08/2009,2021-09-18 10:59:59,78,2009,8,17,10,2009-08-17 10:00:00,10:00:00,0,Weekend,1
35076,35076,39.986185,116.36047,2009-08-17 11:03:00,68,17/08/2009,2021-09-18 11:03:29,78,2009,8,17,11,2009-08-17 11:00:00,11:00:00,0,Weekend,1
35077,35077,39.976633,116.309224,2009-08-17 11:33:00,68,17/08/2009,2021-09-18 11:33:05,63,2009,8,17,11,2009-08-17 11:00:00,11:00:00,0,Weekend,1
35078,35078,39.985672,116.360435,2009-08-17 14:18:00,68,17/08/2009,2021-09-18 14:18:33,63,2009,8,17,14,2009-08-17 14:00:00,14:00:00,0,Weekend,1
35079,35079,39.996364,116.417205,2009-08-17 14:42:00,68,17/08/2009,2021-09-18 14:42:57,78,2009,8,17,14,2009-08-17 14:00:00,14:00:00,0,Weekend,1
35119,35119,39.969172,116.419757,2009-08-23 07:59:00,68,23/08/2009,2021-09-18 07:59:59,78,2009,8,23,7,2009-08-23 07:00:00,07:00:00,6,Weekend,1
35120,35120,39.969368,116.419732,2009-08-23 08:01:00,68,23/08/2009,2021-09-18 08:01:49,78,2009,8,23,8,2009-08-23 08:00:00,08:00:00,6,Weekend,1
35121,35121,39.968943,116.419824,2009-08-23 10:22:00,68,23/08/2009,2021-09-18 10:22:50,78,2009,8,23,10,2009-08-23 10:00:00,10:00:00,6,Weekend,1
35122,35122,39.996696,116.417169,2009-08-23 14:59:00,68,23/08/2009,2021-09-18 14:59:23,78,2009,8,23,14,2009-08-23 14:00:00,14:00:00,6,Weekend,1
35123,35123,39.995885,116.417036,2009-08-23 15:15:00,68,23/08/2009,2021-09-18 15:15:59,78,2009,8,23,15,2009-08-23 15:00:00,15:00:00,6,Weekend,1
35124,35124,39.960101,116.418895,2009-08-24 01:45:00,68,24/08/2009,2021-09-18 01:45:25,78,2009,8,24,1,2009-08-24 01:00:00,01:00:00,0,Weekend,1
35125,35125,39.948353,116.419335,2009-08-24 01:57:00,68,24/08/2009,2021-09-18 01:57:11,77,2009,8,24,1,2009-08-24 01:00:00,01:00:00,0,Weekend,1
35126,35126,39.874886,116.451456,2009-08-24 02:33:00,68,24/08/2009,2021-09-18 02:33:09,77,2009,8,24,2,2009-08-24 02:00:00,02:00:00,0,Weekend,1
35127,35127,39.905323,116.421116,2009-08-24 03:59:00,68,24/08/2009,2021-09-18 03:59:09,77,2009,8,24,3,2009-08-24 03:00:00,03:00:00,0,Weekend,1
35128,35128,39.903953,116.421438,2009-08-24 04:18:00,68,24/08/2009,2021-09-18 04:18:13,77,2009,8,24,4,2009-08-24 04:00:00,04:00:00,0,Weekend,1
35129,35129,40.033652,116.301123,2009-08-24 09:48:00,68,24/08/2009,2021-09-18 09:48:41,63,2009,8,24,9,2009-08-24 09:00:00,09:00:00,0,Weekend,1
35130,35130,40.016752,116.312412,2009-08-24 11:56:00,68,24/08/2009,2021-09-18 11:56:46,63,2009,8,24,11,2009-08-24 11:00:00,11:00:00,0,Weekend,1
35131,35131,39.985861,116.360181,2009-08-24 12:39:00,68,24/08/2009,2021-09-18 12:39:14,63,2009,8,24,12,2009-08-24 12:00:00,12:00:00,0,Weekend,1
35132,35132,39.987175,116.414774,2009-08-24 12:50:00,68,24/08/2009,2021-09-18 12:50:24,78,2009,8,24,12,2009-08-24 12:00:00,12:00:00,0,Weekend,1
35133,35133,39.996036,116.4178,2009-08-24 13:39:00,68,24/08/2009,2021-09-18 13:39:18,78,2009,8,24,13,2009-08-24 13:00:00,13:00:00,0,Weekend,1
35169,35169,40.030044,116.41206,2009-08-30 05:59:00,68,30/08/2009,2021-09-18 05:59:59,78,2009,8,30,5,2009-08-30 05:00:00,05:00:00,6,Weekend,1
35170,35170,40.06231,116.367685,2009-08-30 06:42:00,68,30/08/2009,2021-09-18 06:42:59,78,2009,8,30,6,2009-08-30 06:00:00,06:00:00,6,Weekend,1
35171,35171,40.062078,116.367725,2009-08-30 07:59:00,68,30/08/2009,2021-09-18 07:59:58,78,2009,8,30,7,2009-08-30 07:00:00,07:00:00,6,Weekend,1
35172,35172,40.057348,116.408299,2009-08-30 08:34:00,68,30/08/2009,2021-09-18 08:34:50,78,2009,8,30,8,2009-08-30 08:00:00,08:00:00,6,Weekend,1
35173,35173,40.000316,116.411317,2009-08-30 11:59:00,68,30/08/2009,2021-09-18 11:59:33,78,2009,8,30,11,2009-08-30 11:00:00,11:00:00,6,Weekend,1
35174,35174,39.996074,116.417447,2009-08-30 12:15:00,68,30/08/2009,2021-09-18 12:15:55,78,2009,8,30,12,2009-08-30 12:00:00,12:00:00,6,Weekend,1
35175,35175,40.034928,116.410008,2009-08-31 01:59:00,68,31/08/2009,2021-09-18 01:59:58,78,2009,8,31,1,2009-08-31 01:00:00,01:00:00,0,Weekend,1
35176,35176,39.993585,116.417229,2009-08-31 02:36:00,68,31/08/2009,2021-09-18 02:36:08,78,2009,8,31,2,2009-08-31 02:00:00,02:00:00,0,Weekend,1
35177,35177,39.994181,116.417956,2009-08-31 06:59:00,68,31/08/2009,2021-09-18 06:59:59,78,2009,8,31,6,2009-08-31 06:00:00,06:00:00,0,Weekend,1
35178,35178,39.969032,116.419946,2009-08-31 07:59:00,68,31/08/2009,2021-09-18 07:59:12,78,2009,8,31,7,2009-08-31 07:00:00,07:00:00,0,Weekend,1
35179,35179,39.986928,116.41202,2009-08-31 08:30:00,68,31/08/2009,2021-09-18 08:30:20,78,2009,8,31,8,2009-08-31 08:00:00,08:00:00,0,Weekend,1
35180,35180,39.968843,116.419962,2009-08-31 09:58:00,68,31/08/2009,2021-09-18 09:58:20,78,2009,8,31,9,2009-08-31 09:00:00,09:00:00,0,Weekend,1
35181,35181,39.992291,116.417917,2009-08-31 11:59:00,68,31/08/2009,2021-09-18 11:59:58,78,2009,8,31,11,2009-08-31 11:00:00,11:00:00,0,Weekend,1
35182,35182,39.992782,116.41968,2009-08-31 12:04:00,68,31/08/2009,2021-09-18 12:04:58,78,2009,8,31,12,2009-08-31 12:00:00,12:00:00,0,Weekend,1
35200,35200,39.990112,116.429615,2009-06-09 02:32:00,68,06/09/2009,2021-09-18 02:32:42,78,2009,9,6,2,2009-06-09 02:00:00,02:00:00,6,Weekend,1
35201,35201,39.995312,116.418329,2009-06-09 06:56:00,68,06/09/2009,2021-09-18 06:56:43,78,2009,9,6,6,2009-06-09 06:00:00,06:00:00,6,Weekend,1
35202,35202,39.995417,116.417835,2009-06-09 07:33:00,68,06/09/2009,2021-09-18 07:33:13,78,2009,9,6,7,2009-06-09 07:00:00,07:00:00,6,Weekend,1
35203,35203,39.969233,116.419708,2009-07-09 00:29:00,68,07/09/2009,2021-09-18 00:29:29,78,2009,9,7,0,2009-07-09 00:00:00,00:00:00,0,Weekend,1
35204,35204,39.993741,116.419857,2009-07-09 14:36:00,68,07/09/2009,2021-09-18 14:36:43,78,2009,9,7,14,2009-07-09 14:00:00,14:00:00,0,Weekend,1
35205,35205,39.969943,116.422783,2009-07-09 23:50:00,68,07/09/2009,2021-09-18 23:50:48,78,2009,9,7,23,2009-07-09 23:00:00,23:00:00,0,Weekend,1
35236,35236,39.99496,116.417853,2009-09-13 01:59:00,68,13/09/2009,2021-09-18 01:59:58,78,2009,9,13,1,2009-09-13 01:00:00,01:00:00,6,Weekend,1
35237,35237,39.997764,116.42435,2009-09-13 02:42:00,68,13/09/2009,2021-09-18 02:42:20,78,2009,9,13,2,2009-09-13 02:00:00,02:00:00,6,Weekend,1
35238,35238,39.996049,116.417391,2009-09-13 03:46:00,68,13/09/2009,2021-09-18 03:46:03,78,2009,9,13,3,2009-09-13 03:00:00,03:00:00,6,Weekend,1
35239,35239,39.960034,116.477661,2009-09-13 06:38:00,68,13/09/2009,2021-09-18 06:38:23,78,2009,9,13,6,2009-09-13 06:00:00,06:00:00,6,Weekend,1
35240,35240,39.931005,116.478929,2009-09-13 06:59:00,68,13/09/2009,2021-09-18 06:59:59,77,2009,9,13,6,2009-09-13 06:00:00,06:00:00,6,Weekend,1
35241,35241,39.928333,116.478666,2009-09-13 07:03:00,68,13/09/2009,2021-09-18 07:03:55,77,2009,9,13,7,2009-09-13 07:00:00,07:00:00,6,Weekend,1
35242,35242,39.857429,116.467276,2009-09-13 08:59:00,68,13/09/2009,2021-09-18 08:59:59,77,2009,9,13,8,2009-09-13 08:00:00,08:00:00,6,Weekend,1
35243,35243,39.856881,116.47003,2009-09-13 09:03:00,68,13/09/2009,2021-09-18 09:03:45,77,2009,9,13,9,2009-09-13 09:00:00,09:00:00,6,Weekend,1
35244,35244,39.886146,116.455179,2009-09-13 11:59:00,68,13/09/2009,2021-09-18 11:59:59,77,2009,9,13,11,2009-09-13 11:00:00,11:00:00,6,Weekend,1
35245,35245,39.959868,116.478816,2009-09-13 12:34:00,68,13/09/2009,2021-09-18 12:34:07,77,2009,9,13,12,2009-09-13 12:00:00,12:00:00,6,Weekend,1
35246,35246,39.995684,116.418244,2009-09-13 12:51:00,68,13/09/2009,2021-09-18 12:51:15,78,2009,9,13,12,2009-09-13 12:00:00,12:00:00,6,Weekend,1
35255,35255,40.00503333,116.3217,2008-05-05 03:59:00,69,05/05/2008,2021-09-18 03:59:23,63,2008,5,5,3,2008-05-05 03:00:00,03:00:00,0,Weekend,1
35256,35256,39.99746667,116.3221167,2008-05-05 04:58:00,69,05/05/2008,2021-09-18 04:58:29,63,2008,5,5,4,2008-05-05 04:00:00,04:00:00,0,Weekend,1
35257,35257,39.99246667,116.3209833,2008-05-05 05:02:00,69,05/05/2008,2021-09-18 05:02:26,63,2008,5,5,5,2008-05-05 05:00:00,05:00:00,0,Weekend,1
35293,35293,39.966579,116.360482,2008-09-28 00:01:00,70,28/09/2008,2021-09-18 00:01:00,78,2008,9,28,0,2008-09-28 00:00:00,00:00:00,6,Weekend,1
35294,35294,39.977482,116.331071,2008-09-28 00:16:00,70,28/09/2008,2021-09-18 00:16:31,63,2008,9,28,0,2008-09-28 00:00:00,00:00:00,6,Weekend,1
35295,35295,39.977398,116.309788,2008-09-28 04:59:00,70,28/09/2008,2021-09-18 04:59:59,63,2008,9,28,4,2008-09-28 04:00:00,04:00:00,6,Weekend,1
35296,35296,39.977465,116.308225,2008-09-28 05:59:00,70,28/09/2008,2021-09-18 05:59:59,63,2008,9,28,5,2008-09-28 05:00:00,05:00:00,6,Weekend,1
35297,35297,39.96638,116.360408,2008-09-28 06:27:00,70,28/09/2008,2021-09-18 06:27:21,63,2008,9,28,6,2008-09-28 06:00:00,06:00:00,6,Weekend,1
35298,35298,39.959996,116.442704,2008-09-28 06:50:00,70,28/09/2008,2021-09-18 06:50:11,78,2008,9,28,6,2008-09-28 06:00:00,06:00:00,6,Weekend,1
35299,35299,39.941113,116.455409,2008-09-28 06:59:00,70,28/09/2008,2021-09-18 06:59:59,77,2008,9,28,6,2008-09-28 06:00:00,06:00:00,6,Weekend,1
35300,35300,39.869555,116.495122,2008-09-28 07:29:00,70,28/09/2008,2021-09-18 07:29:39,77,2008,9,28,7,2008-09-28 07:00:00,07:00:00,6,Weekend,1
35301,35301,39.856621,116.617508,2008-09-28 07:37:00,70,28/09/2008,2021-09-18 07:37:42,91,2008,9,28,7,2008-09-28 07:00:00,07:00:00,6,Weekend,1
35302,35302,39.849578,116.629912,2008-09-28 07:38:00,70,28/09/2008,2021-09-18 07:38:28,90,2008,9,28,7,2008-09-28 07:00:00,07:00:00,6,Weekend,1
35303,35303,39.815181,116.764575,2008-09-28 07:53:00,70,28/09/2008,2021-09-18 07:53:24,105,2008,9,28,7,2008-09-28 07:00:00,07:00:00,6,Weekend,1
35304,35304,39.802272,116.799983,2008-09-28 07:55:00,70,28/09/2008,2021-09-18 07:55:30,120,2008,9,28,7,2008-09-28 07:00:00,07:00:00,6,Weekend,1
35305,35305,39.970964,116.346943,2008-06-10 09:32:00,70,06/10/2008,2021-09-18 09:32:59,63,2008,10,6,9,2008-06-10 09:00:00,09:00:00,0,Weekend,1
35306,35306,39.954673,116.422992,2008-06-10 10:59:00,70,06/10/2008,2021-09-18 10:59:34,77,2008,10,6,10,2008-06-10 10:00:00,10:00:00,0,Weekend,1
35307,35307,39.954677,116.422988,2008-06-10 11:45:00,70,06/10/2008,2021-09-18 11:45:04,77,2008,10,6,11,2008-06-10 11:00:00,11:00:00,0,Weekend,1
35308,35308,39.954704,116.423001,2008-06-10 12:08:00,70,06/10/2008,2021-09-18 12:08:01,77,2008,10,6,12,2008-06-10 12:00:00,12:00:00,0,Weekend,1
35309,35309,39.959966,116.4186,2008-06-10 23:24:00,70,06/10/2008,2021-09-18 23:24:14,77,2008,10,6,23,2008-06-10 23:00:00,23:00:00,0,Weekend,1
35310,35310,39.966602,116.360459,2008-06-10 23:54:00,70,06/10/2008,2021-09-18 23:54:09,78,2008,10,6,23,2008-06-10 23:00:00,23:00:00,0,Weekend,1
35311,35311,39.975252,116.343164,2008-06-10 23:59:00,70,06/10/2008,2021-09-18 23:59:59,63,2008,10,6,23,2008-06-10 23:00:00,23:00:00,0,Weekend,1
35316,35316,39.97995833,116.3054717,2011-12-25 02:35:00,71,25/12/2011,2021-09-18 02:35:39,63,2011,12,25,2,2011-12-25 02:00:00,02:00:00,6,Weekend,1
35317,35317,39.981845,116.3310917,2011-12-25 08:59:00,71,25/12/2011,2021-09-18 08:59:44,63,2011,12,25,8,2011-12-25 08:00:00,08:00:00,6,Weekend,1
35318,35318,39.978625,116.305305,2011-12-26 00:59:00,71,26/12/2011,2021-09-18 00:59:57,63,2011,12,26,0,2011-12-26 00:00:00,00:00:00,0,Weekend,1
35319,35319,39.97887167,116.3043283,2011-12-26 01:02:00,71,26/12/2011,2021-09-18 01:02:01,63,2011,12,26,1,2011-12-26 01:00:00,01:00:00,0,Weekend,1
35320,35320,39.97949833,116.319615,2011-12-26 10:59:00,71,26/12/2011,2021-09-18 10:59:55,63,2011,12,26,10,2011-12-26 10:00:00,10:00:00,0,Weekend,1
35321,35321,39.98183667,116.331405,2011-12-26 11:11:00,71,26/12/2011,2021-09-18 11:11:42,63,2011,12,26,11,2011-12-26 11:00:00,11:00:00,0,Weekend,1
35366,35366,39.97896,116.30494,2012-09-01 01:51:00,71,09/01/2012,2021-09-18 01:51:50,63,2012,1,9,1,2012-09-01 01:00:00,01:00:00,0,Weekend,1
35367,35367,39.974535,116.30302,2012-01-16 01:59:00,71,16/01/2012,2021-09-18 01:59:59,63,2012,1,16,1,2012-01-16 01:00:00,01:00:00,0,Weekend,1
35368,35368,39.979305,116.3043433,2012-01-16 02:08:00,71,16/01/2012,2021-09-18 02:08:32,63,2012,1,16,2,2012-01-16 02:00:00,02:00:00,0,Weekend,1
35369,35369,39.98185,116.3299567,2012-01-16 15:29:00,71,16/01/2012,2021-09-18 15:29:28,63,2012,1,16,15,2012-01-16 15:00:00,15:00:00,0,Weekend,1
35370,35370,39.98171,116.3314867,2012-01-16 16:59:00,71,16/01/2012,2021-09-18 16:59:32,63,2012,1,16,16,2012-01-16 16:00:00,16:00:00,0,Weekend,1
35371,35371,39.98119667,116.3313183,2012-01-16 17:50:00,71,16/01/2012,2021-09-18 17:50:13,63,2012,1,16,17,2012-01-16 17:00:00,17:00:00,0,Weekend,1
35401,35401,39.97967667,116.3259583,2012-03-18 11:59:00,71,18/03/2012,2021-09-18 11:59:59,63,2012,3,18,11,2012-03-18 11:00:00,11:00:00,6,Weekend,1
35402,35402,39.97907833,116.328995,2012-03-18 12:04:00,71,18/03/2012,2021-09-18 12:04:23,63,2012,3,18,12,2012-03-18 12:00:00,12:00:00,6,Weekend,1
35408,35408,39.98161333,116.3312867,2012-03-26 14:14:00,71,26/03/2012,2021-09-18 14:14:12,63,2012,3,26,14,2012-03-26 14:00:00,14:00:00,0,Weekend,1
35420,35420,39.97948667,116.3143317,2012-01-04 02:59:00,71,01/04/2012,2021-09-18 02:59:59,63,2012,4,1,2,2012-01-04 02:00:00,02:00:00,6,Weekend,1
35421,35421,39.9782,116.3042933,2012-01-04 03:06:00,71,01/04/2012,2021-09-18 03:06:21,63,2012,4,1,3,2012-01-04 03:00:00,03:00:00,6,Weekend,1
35446,35446,39.98153667,116.3283533,2012-08-04 00:59:00,71,08/04/2012,2021-09-18 00:59:57,63,2012,4,8,0,2012-08-04 00:00:00,00:00:00,6,Weekend,1
35447,35447,39.960135,116.3285617,2012-08-04 01:15:00,71,08/04/2012,2021-09-18 01:15:05,63,2012,4,8,1,2012-08-04 01:00:00,01:00:00,6,Weekend,1
35448,35448,39.922415,116.36043,2012-08-04 01:48:00,71,08/04/2012,2021-09-18 01:48:55,62,2012,4,8,1,2012-08-04 01:00:00,01:00:00,6,Weekend,1
35449,35449,39.9213,116.383645,2012-08-04 01:59:00,71,08/04/2012,2021-09-18 01:59:00,77,2012,4,8,1,2012-08-04 01:00:00,01:00:00,6,Weekend,1
35450,35450,39.924865,116.38301,2012-08-04 02:59:00,71,08/04/2012,2021-09-18 02:59:59,77,2012,4,8,2,2012-08-04 02:00:00,02:00:00,6,Weekend,1
35451,35451,39.92575,116.3859083,2012-08-04 03:33:00,71,08/04/2012,2021-09-18 03:33:28,77,2012,4,8,3,2012-08-04 03:00:00,03:00:00,6,Weekend,1
35452,35452,39.92561833,116.3844117,2012-08-04 05:59:00,71,08/04/2012,2021-09-18 05:59:58,77,2012,4,8,5,2012-08-04 05:00:00,05:00:00,6,Weekend,1
35453,35453,39.92561333,116.38211,2012-08-04 06:59:00,71,08/04/2012,2021-09-18 06:59:58,77,2012,4,8,6,2012-08-04 06:00:00,06:00:00,6,Weekend,1
35454,35454,39.93069833,116.3824717,2012-08-04 07:59:00,71,08/04/2012,2021-09-18 07:59:57,77,2012,4,8,7,2012-08-04 07:00:00,07:00:00,6,Weekend,1
35455,35455,39.93611667,116.3666067,2012-08-04 08:59:00,71,08/04/2012,2021-09-18 08:59:57,77,2012,4,8,8,2012-08-04 08:00:00,08:00:00,6,Weekend,1
35456,35456,39.93925167,116.3605533,2012-08-04 09:05:00,71,08/04/2012,2021-09-18 09:05:30,77,2012,4,8,9,2012-08-04 09:00:00,09:00:00,6,Weekend,1
35457,35457,39.95995167,116.3288267,2012-08-04 09:46:00,71,08/04/2012,2021-09-18 09:46:18,62,2012,4,8,9,2012-08-04 09:00:00,09:00:00,6,Weekend,1
35458,35458,39.98076,116.32814,2012-08-04 09:59:00,71,08/04/2012,2021-09-18 09:59:58,63,2012,4,8,9,2012-08-04 09:00:00,09:00:00,6,Weekend,1
35459,35459,39.97704333,116.3289383,2012-08-04 10:05:00,71,08/04/2012,2021-09-18 10:05:44,63,2012,4,8,10,2012-08-04 10:00:00,10:00:00,6,Weekend,1
35460,35460,39.98194667,116.33076,2012-08-04 11:47:00,71,08/04/2012,2021-09-18 11:47:37,63,2012,4,8,11,2012-08-04 11:00:00,11:00:00,6,Weekend,1
35461,35461,39.97970667,116.3087983,2012-09-04 01:59:00,71,09/04/2012,2021-09-18 01:59:55,63,2012,4,9,1,2012-09-04 01:00:00,01:00:00,0,Weekend,1
35462,35462,39.97883833,116.3052067,2012-09-04 02:04:00,71,09/04/2012,2021-09-18 02:04:02,63,2012,4,9,2,2012-09-04 02:00:00,02:00:00,0,Weekend,1
35463,35463,39.97876167,116.33039,2012-09-04 05:59:00,71,09/04/2012,2021-09-18 05:59:55,63,2012,4,9,5,2012-09-04 05:00:00,05:00:00,0,Weekend,1
35464,35464,39.97783333,116.33069,2012-09-04 06:59:00,71,09/04/2012,2021-09-18 06:59:23,63,2012,4,9,6,2012-09-04 06:00:00,06:00:00,0,Weekend,1
35465,35465,39.97851333,116.331385,2012-09-04 07:02:00,71,09/04/2012,2021-09-18 07:02:37,63,2012,4,9,7,2012-09-04 07:00:00,07:00:00,0,Weekend,1
35466,35466,39.98121667,116.3308067,2012-09-04 13:59:00,71,09/04/2012,2021-09-18 13:59:59,63,2012,4,9,13,2012-09-04 13:00:00,13:00:00,0,Weekend,1
35467,35467,39.98089833,116.3310433,2012-09-04 14:11:00,71,09/04/2012,2021-09-18 14:11:38,63,2012,4,9,14,2012-09-04 14:00:00,14:00:00,0,Weekend,1
35489,35489,40.21929,116.2290017,2012-04-30 08:59:00,71,30/04/2012,2021-09-18 08:59:58,65,2012,4,30,8,2012-04-30 08:00:00,08:00:00,0,Weekend,1
35490,35490,40.19355,116.225645,2012-04-30 09:09:00,71,30/04/2012,2021-09-18 09:09:23,52,2012,4,30,9,2012-04-30 09:00:00,09:00:00,0,Weekend,1
35491,35491,40.16630167,116.23802,2012-04-30 09:13:00,71,30/04/2012,2021-09-18 09:13:57,65,2012,4,30,9,2012-04-30 09:00:00,09:00:00,0,Weekend,1
35492,35492,40.06327333,116.3154583,2012-04-30 09:56:00,71,30/04/2012,2021-09-18 09:56:32,64,2012,4,30,9,2012-04-30 09:00:00,09:00:00,0,Weekend,1
35493,35493,40.05291333,116.323395,2012-04-30 09:59:00,71,30/04/2012,2021-09-18 09:59:58,63,2012,4,30,9,2012-04-30 09:00:00,09:00:00,0,Weekend,1
35494,35494,39.96666333,116.36055,2012-04-30 10:32:00,71,30/04/2012,2021-09-18 10:32:22,78,2012,4,30,10,2012-04-30 10:00:00,10:00:00,0,Weekend,1
35495,35495,39.97582167,116.3362467,2012-04-30 10:46:00,71,30/04/2012,2021-09-18 10:46:30,63,2012,4,30,10,2012-04-30 10:00:00,10:00:00,0,Weekend,1
